id,proba
296294,0.65384
296295,0.50376
296296,0.45376
296297,0.52912
296298,0.42568
296299,0.57198
296300,0.53098
296301,0.46428
296302,0.33132
296303,0.49106
296304,0.5944
296305,0.45406
296306,0.52972
296307,0.57082
296308,0.55558
296309,0.49344
296310,0.70928
296311,0.4716
296312,0.52924
296313,0.45458
296314,0.4989
296315,0.60112
296316,0.62846
296317,0.5667
296318,0.49352
296319,0.48432
296320,0.56216
296321,0.42542
296322,0.51356
296323,0.49822
296324,0.47288
296325,0.47936
296326,0.49068
296327,0.66856
296328,0.58822
296329,0.51234
296330,0.33336
296331,0.5314
296332,0.46312
296333,0.48898
296334,0.43868
296335,0.6322
296336,0.56214
296337,0.46692
296338,0.51964
296339,0.47308
296340,0.5853
296341,0.56542
296342,0.43854
296343,0.5102
296344,0.51006
296345,0.54084
296346,0.4682
296347,0.55596
296348,0.3844
296349,0.4351
296350,0.59016
296351,0.51958
296352,0.40808
296353,0.45618
296354,0.51646
296355,0.47174
296356,0.62364
296357,0.44846
296358,0.51764
296359,0.48828
296360,0.60532
296361,0.62856
296362,0.40424
296363,0.54952
296364,0.48874
296365,0.57608
296366,0.51578
296367,0.46374
296368,0.48148
296369,0.47854
296370,0.30188
296371,0.46402
296372,0.5019
296373,0.46756
296374,0.4992
296375,0.57198
296376,0.53154
296377,0.5738
296378,0.42336
296379,0.4424
296380,0.54676
296381,0.38814
296382,0.45712
296383,0.48756
296384,0.6262
296385,0.64934
296386,0.48208
296387,0.46456
296388,0.40712
296389,0.47978
296390,0.46028
296391,0.4365
296392,0.61114
296393,0.41732
296394,0.47
296395,0.56076
296396,0.49908
296397,0.52824
296398,0.50292
296399,0.5042
296400,0.52182
296401,0.45122
296402,0.4959
296403,0.48446
296404,0.55612
296405,0.618
296406,0.53668
296407,0.49666
296408,0.3999
296409,0.52946
296410,0.52116
296411,0.4986
296412,0.36294
296413,0.38808
296414,0.42168
296415,0.55256
296416,0.5423
296417,0.45786
296418,0.54432
296419,0.4766
296420,0.52352
296421,0.51428
296422,0.5659
296423,0.5138
296424,0.4647
296425,0.57752
296426,0.41308
296427,0.52088
296428,0.53624
296429,0.54824
296430,0.60424
296431,0.54912
296432,0.56406
296433,0.43464
296434,0.56116
296435,0.58856
296436,0.43256
296437,0.48588
296438,0.37336
296439,0.45674
296440,0.44172
296441,0.4357
296442,0.57658
296443,0.49848
296444,0.4186
296445,0.61172
296446,0.47708
296447,0.51484
296448,0.61908
296449,0.52106
296450,0.53062
296451,0.5056
296452,0.47818
296453,0.46708
296454,0.59372
296455,0.53668
296456,0.46038
296457,0.69816
296458,0.62496
296459,0.50022
296460,0.58042
296461,0.54024
296462,0.48952
296463,0.59006
296464,0.62158
296465,0.48102
296466,0.78488
296467,0.4363
296468,0.46358
296469,0.6108
296470,0.56446
296471,0.50804
296472,0.43294
296473,0.50456
296474,0.40366
296475,0.55156
296476,0.51814
296477,0.46178
296478,0.62154
296479,0.42406
296480,0.5931
296481,0.47448
296482,0.5118
296483,0.57562
296484,0.50618
296485,0.55268
296486,0.46562
296487,0.4794
296488,0.57016
296489,0.41732
296490,0.5571
296491,0.51608
296492,0.47238
296493,0.42832
296494,0.46154
296495,0.50348
296496,0.6161
296497,0.52262
296498,0.56532
296499,0.54594
296500,0.38816
296501,0.55414
296502,0.4755
296503,0.48848
296504,0.54452
296505,0.64294
296506,0.60042
296507,0.62854
296508,0.49602
296509,0.28738
296510,0.50034
296511,0.47834
296512,0.43324
296513,0.41204
296514,0.6842
296515,0.5014
296516,0.44388
296517,0.54514
296518,0.4914
296519,0.4379
296520,0.3445
296521,0.51
296522,0.37758
296523,0.50312
296524,0.48492
296525,0.48502
296526,0.55518
296527,0.48454
296528,0.5472
296529,0.4401
296530,0.54758
296531,0.50506
296532,0.40046
296533,0.47566
296534,0.52502
296535,0.64028
296536,0.46304
296537,0.59674
296538,0.64632
296539,0.5074
296540,0.59398
296541,0.56864
296542,0.5057
296543,0.5103
296544,0.5187
296545,0.38476
296546,0.41236
296547,0.5238
296548,0.54178
296549,0.49626
296550,0.44416
296551,0.53532
296552,0.65358
296553,0.65338
296554,0.5802
296555,0.55578
296556,0.51942
296557,0.66662
296558,0.54788
296559,0.56304
296560,0.53886
296561,0.38684
296562,0.49736
296563,0.49452
296564,0.54942
296565,0.44608
296566,0.462
296567,0.47668
296568,0.50534
296569,0.57912
296570,0.48232
296571,0.54904
296572,0.48972
296573,0.65664
296574,0.6119
296575,0.56274
296576,0.49194
296577,0.44032
296578,0.44086
296579,0.43692
296580,0.46534
296581,0.45648
296582,0.4861
296583,0.58224
296584,0.53614
296585,0.6193
296586,0.52
296587,0.5154
296588,0.48808
296589,0.4923
296590,0.34118
296591,0.47936
296592,0.5201
296593,0.36312
296594,0.53054
296595,0.53854
296596,0.5085
296597,0.55994
296598,0.56198
296599,0.69118
296600,0.62074
296601,0.48998
296602,0.518
296603,0.47758
296604,0.54692
296605,0.52038
296606,0.69542
296607,0.5343
296608,0.6147
296609,0.54466
296610,0.5008
296611,0.529
296612,0.61868
296613,0.48906
296614,0.50514
296615,0.3923
296616,0.5097
296617,0.55364
296618,0.506
296619,0.35882
296620,0.57046
296621,0.44102
296622,0.51244
296623,0.5265
296624,0.55568
296625,0.44514
296626,0.49818
296627,0.48792
296628,0.458
296629,0.66582
296630,0.49938
296631,0.70426
296632,0.51744
296633,0.50626
296634,0.44188
296635,0.53368
296636,0.45284
296637,0.63434
296638,0.46414
296639,0.6299
296640,0.55312
296641,0.53068
296642,0.61052
296643,0.54818
296644,0.55202
296645,0.4118
296646,0.45066
296647,0.5145
296648,0.55784
296649,0.38164
296650,0.56866
296651,0.53456
296652,0.4945
296653,0.52614
296654,0.48126
296655,0.5777
296656,0.55498
296657,0.54344
296658,0.52356
296659,0.48806
296660,0.51112
296661,0.49378
296662,0.47722
296663,0.57266
296664,0.53186
296665,0.50526
296666,0.54848
296667,0.54384
296668,0.34644
296669,0.47174
296670,0.46878
296671,0.48218
296672,0.56102
296673,0.47232
296674,0.42036
296675,0.45754
296676,0.56632
296677,0.55042
296678,0.53942
296679,0.43976
296680,0.54566
296681,0.48632
296682,0.50122
296683,0.42824
296684,0.5704
296685,0.61198
296686,0.61322
296687,0.53636
296688,0.4424
296689,0.53706
296690,0.47018
296691,0.48894
296692,0.51494
296693,0.52242
296694,0.40708
296695,0.55672
296696,0.7381
296697,0.4642
296698,0.29306
296699,0.3695
296700,0.62088
296701,0.51732
296702,0.6257
296703,0.69656
296704,0.4551
296705,0.53676
296706,0.5424
296707,0.51276
296708,0.51468
296709,0.4635
296710,0.53586
296711,0.57706
296712,0.41718
296713,0.46698
296714,0.58462
296715,0.67306
296716,0.55414
296717,0.58406
296718,0.484
296719,0.58724
296720,0.47434
296721,0.46234
296722,0.4137
296723,0.6744
296724,0.51674
296725,0.50084
296726,0.44548
296727,0.5824
296728,0.4622
296729,0.5093
296730,0.48476
296731,0.5808
296732,0.39016
296733,0.57952
296734,0.51184
296735,0.49768
296736,0.46598
296737,0.46616
296738,0.54006
296739,0.54036
296740,0.56644
296741,0.461
296742,0.4446
296743,0.47408
296744,0.4631
296745,0.55122
296746,0.46592
296747,0.47678
296748,0.56338
296749,0.49778
296750,0.53356
296751,0.52104
296752,0.45984
296753,0.5633
296754,0.4068
296755,0.67448
296756,0.4407
296757,0.49932
296758,0.4712
296759,0.61438
296760,0.5739
296761,0.54418
296762,0.46644
296763,0.69808
296764,0.40864
296765,0.54578
296766,0.52558
296767,0.63848
296768,0.49072
296769,0.4482
296770,0.62444
296771,0.56102
296772,0.5596
296773,0.56704
296774,0.6061
296775,0.52488
296776,0.64304
296777,0.55042
296778,0.47604
296779,0.50572
296780,0.59234
296781,0.58438
296782,0.5733
296783,0.6571
296784,0.50066
296785,0.43712
296786,0.5402
296787,0.44198
296788,0.62878
296789,0.41766
296790,0.54874
296791,0.5585
296792,0.4909
296793,0.45858
296794,0.6305
296795,0.45224
296796,0.53894
296797,0.5182
296798,0.63254
296799,0.48168
296800,0.49554
296801,0.56082
296802,0.5202
296803,0.47508
296804,0.53122
296805,0.54624
296806,0.35608
296807,0.60544
296808,0.4922
296809,0.5865
296810,0.52724
296811,0.49418
296812,0.50016
296813,0.46904
296814,0.5527
296815,0.44558
296816,0.41166
296817,0.5253
296818,0.57528
296819,0.55504
296820,0.4819
296821,0.61848
296822,0.62442
296823,0.39876
296824,0.53794
296825,0.60308
296826,0.35944
296827,0.4835
296828,0.48208
296829,0.54488
296830,0.55204
296831,0.53128
296832,0.55298
296833,0.65624
296834,0.48896
296835,0.44538
296836,0.37626
296837,0.57088
296838,0.54608
296839,0.55732
296840,0.53088
296841,0.45474
296842,0.42288
296843,0.60382
296844,0.43718
296845,0.52014
296846,0.49742
296847,0.48076
296848,0.53602
296849,0.6464
296850,0.6256
296851,0.66826
296852,0.55828
296853,0.4038
296854,0.58654
296855,0.57946
296856,0.479
296857,0.40452
296858,0.57698
296859,0.49256
296860,0.4605
296861,0.47216
296862,0.63936
296863,0.43938
296864,0.52318
296865,0.57632
296866,0.38866
296867,0.61314
296868,0.61208
296869,0.49876
296870,0.43284
296871,0.60814
296872,0.51568
296873,0.5197
296874,0.40178
296875,0.66892
296876,0.50712
296877,0.59106
296878,0.46558
296879,0.54752
296880,0.59374
296881,0.5127
296882,0.585
296883,0.33142
296884,0.50128
296885,0.48856
296886,0.49914
296887,0.56076
296888,0.61262
296889,0.46976
296890,0.45698
296891,0.48966
296892,0.52138
296893,0.64862
296894,0.8132
296895,0.49064
296896,0.59682
296897,0.6261
296898,0.53058
296899,0.51284
296900,0.59898
296901,0.75988
296902,0.62302
296903,0.52868
296904,0.34646
296905,0.47426
296906,0.53692
296907,0.65342
296908,0.60104
296909,0.52734
296910,0.72412
296911,0.50394
296912,0.4921
296913,0.57798
296914,0.5231
296915,0.50446
296916,0.53288
296917,0.58862
296918,0.53502
296919,0.38576
296920,0.46676
296921,0.64822
296922,0.48212
296923,0.65514
296924,0.50194
296925,0.50868
296926,0.53832
296927,0.6644
296928,0.42846
296929,0.50842
296930,0.59372
296931,0.49038
296932,0.58258
296933,0.54292
296934,0.47538
296935,0.5657
296936,0.5371
296937,0.4856
296938,0.47218
296939,0.46586
296940,0.5118
296941,0.50182
296942,0.4064
296943,0.37476
296944,0.46802
296945,0.45282
296946,0.47404
296947,0.65368
296948,0.71874
296949,0.49898
296950,0.4171
296951,0.6543
296952,0.67104
296953,0.34078
296954,0.55954
296955,0.46686
296956,0.51814
296957,0.58408
296958,0.72884
296959,0.34084
296960,0.5736
296961,0.41916
296962,0.48046
296963,0.4805
296964,0.47826
296965,0.51036
296966,0.54758
296967,0.45898
296968,0.45622
296969,0.4919
296970,0.53612
296971,0.51504
296972,0.5305
296973,0.61324
296974,0.46632
296975,0.49566
296976,0.53396
296977,0.57458
296978,0.4856
296979,0.50114
296980,0.43428
296981,0.522
296982,0.49728
296983,0.68066
296984,0.4943
296985,0.484
296986,0.57882
296987,0.63816
296988,0.4997
296989,0.54774
296990,0.42764
296991,0.61094
296992,0.55286
296993,0.48054
296994,0.50342
296995,0.46154
296996,0.60622
296997,0.52404
296998,0.56312
296999,0.42434
297000,0.50884
297001,0.427
297002,0.4946
297003,0.5355
297004,0.5257
297005,0.53278
297006,0.62686
297007,0.52904
297008,0.3906
297009,0.6211
297010,0.51902
297011,0.5647
297012,0.47366
297013,0.45958
297014,0.60818
297015,0.48186
297016,0.43384
297017,0.5033
297018,0.3994
297019,0.38548
297020,0.52568
297021,0.52916
297022,0.45488
297023,0.3749
297024,0.45178
297025,0.485
297026,0.47596
297027,0.44686
297028,0.54964
297029,0.56654
297030,0.59814
297031,0.41526
297032,0.5265
297033,0.48066
297034,0.71366
297035,0.54936
297036,0.4285
297037,0.57192
297038,0.41866
297039,0.51086
297040,0.50602
297041,0.59004
297042,0.47312
297043,0.54832
297044,0.42182
297045,0.6095
297046,0.46294
297047,0.4153
297048,0.66628
297049,0.57456
297050,0.42588
297051,0.561
297052,0.57992
297053,0.43606
297054,0.65156
297055,0.46302
297056,0.47372
297057,0.43192
297058,0.48594
297059,0.5619
297060,0.38882
297061,0.38278
297062,0.62276
297063,0.55036
297064,0.60286
297065,0.51228
297066,0.51792
297067,0.49456
297068,0.58854
297069,0.56384
297070,0.51448
297071,0.7657
297072,0.61988
297073,0.56026
297074,0.5101
297075,0.57494
297076,0.49574
297077,0.607
297078,0.518
297079,0.48268
297080,0.33752
297081,0.60914
297082,0.4307
297083,0.58164
297084,0.48974
297085,0.42282
297086,0.52104
297087,0.68592
297088,0.52762
297089,0.5094
297090,0.5373
297091,0.52676
297092,0.5121
297093,0.60708
297094,0.5803
297095,0.49442
297096,0.56702
297097,0.4676
297098,0.42858
297099,0.49084
297100,0.52556
297101,0.56018
297102,0.47382
297103,0.46346
297104,0.66462
297105,0.50928
297106,0.55052
297107,0.54692
297108,0.53642
297109,0.46414
297110,0.55426
297111,0.53386
297112,0.52918
297113,0.50984
297114,0.50056
297115,0.50394
297116,0.5152
297117,0.48326
297118,0.5407
297119,0.50962
297120,0.54656
297121,0.47458
297122,0.49436
297123,0.6059
297124,0.52198
297125,0.64322
297126,0.54594
297127,0.41072
297128,0.52374
297129,0.63352
297130,0.68168
297131,0.52182
297132,0.66572
297133,0.62186
297134,0.45152
297135,0.72958
297136,0.49792
297137,0.55058
297138,0.48978
297139,0.44968
297140,0.47896
297141,0.51904
297142,0.64518
297143,0.50832
297144,0.50828
297145,0.38318
297146,0.60774
297147,0.47312
297148,0.48768
297149,0.38186
297150,0.53962
297151,0.35286
297152,0.58492
297153,0.47578
297154,0.59946
297155,0.6305
297156,0.54668
297157,0.55536
297158,0.4908
297159,0.53302
297160,0.5421
297161,0.48252
297162,0.6525
297163,0.48722
297164,0.45756
297165,0.64144
297166,0.46752
297167,0.45458
297168,0.56128
297169,0.61316
297170,0.46932
297171,0.49368
297172,0.62576
297173,0.5499
297174,0.519
297175,0.53468
297176,0.44442
297177,0.50892
297178,0.50872
297179,0.52152
297180,0.618
297181,0.48024
297182,0.50498
297183,0.52448
297184,0.40854
297185,0.55492
297186,0.56338
297187,0.53148
297188,0.5788
297189,0.48266
297190,0.49968
297191,0.42484
297192,0.5839
297193,0.5141
297194,0.52724
297195,0.58678
297196,0.53406
297197,0.6136
297198,0.50226
297199,0.47192
297200,0.52678
297201,0.64782
297202,0.4883
297203,0.54452
297204,0.53746
297205,0.5378
297206,0.44474
297207,0.76778
297208,0.57978
297209,0.41146
297210,0.51852
297211,0.5684
297212,0.58806
297213,0.49022
297214,0.67396
297215,0.4182
297216,0.49058
297217,0.60344
297218,0.54192
297219,0.56714
297220,0.47914
297221,0.5802
297222,0.58694
297223,0.61274
297224,0.47314
297225,0.4903
297226,0.56096
297227,0.55306
297228,0.65508
297229,0.57896
297230,0.52598
297231,0.47534
297232,0.51888
297233,0.53652
297234,0.37378
297235,0.55452
297236,0.48316
297237,0.453
297238,0.40994
297239,0.42178
297240,0.58904
297241,0.43332
297242,0.68202
297243,0.35394
297244,0.62362
297245,0.61612
297246,0.57976
297247,0.39658
297248,0.64992
297249,0.4651
297250,0.7757
297251,0.37364
297252,0.4926
297253,0.66306
297254,0.46012
297255,0.45384
297256,0.48396
297257,0.49114
297258,0.59336
297259,0.55658
297260,0.53544
297261,0.42922
297262,0.48388
297263,0.53236
297264,0.50246
297265,0.50106
297266,0.43288
297267,0.65064
297268,0.555
297269,0.55094
297270,0.47504
297271,0.46104
297272,0.45434
297273,0.47424
297274,0.46178
297275,0.54862
297276,0.66582
297277,0.6126
297278,0.45296
297279,0.48728
297280,0.4183
297281,0.62216
297282,0.4593
297283,0.58098
297284,0.50498
297285,0.36482
297286,0.57306
297287,0.5889
297288,0.4165
297289,0.50248
297290,0.47652
297291,0.50418
297292,0.4565
297293,0.48514
297294,0.44614
297295,0.52138
297296,0.56506
297297,0.42216
297298,0.39392
297299,0.68696
297300,0.52774
297301,0.56924
297302,0.643
297303,0.5707
297304,0.55484
297305,0.51708
297306,0.48194
297307,0.47922
297308,0.4962
297309,0.46408
297310,0.4215
297311,0.5487
297312,0.56816
297313,0.44492
297314,0.58346
297315,0.65054
297316,0.47706
297317,0.49468
297318,0.561
297319,0.37796
297320,0.57262
297321,0.54026
297322,0.45128
297323,0.41106
297324,0.52956
297325,0.50974
297326,0.36872
297327,0.46642
297328,0.45942
297329,0.58258
297330,0.40814
297331,0.56782
297332,0.5199
297333,0.49898
297334,0.58474
297335,0.47632
297336,0.53068
297337,0.45292
297338,0.51602
297339,0.49576
297340,0.38242
297341,0.44162
297342,0.58826
297343,0.42362
297344,0.73504
297345,0.50468
297346,0.60464
297347,0.46254
297348,0.38686
297349,0.45928
297350,0.51366
297351,0.52598
297352,0.55328
297353,0.41334
297354,0.45246
297355,0.50232
297356,0.5034
297357,0.49744
297358,0.53278
297359,0.50344
297360,0.44094
297361,0.52196
297362,0.48898
297363,0.46142
297364,0.42906
297365,0.49534
297366,0.51812
297367,0.52868
297368,0.40286
297369,0.69268
297370,0.53148
297371,0.53358
297372,0.46576
297373,0.46816
297374,0.51254
297375,0.48418
297376,0.47802
297377,0.57702
297378,0.5769
297379,0.58006
297380,0.5011
297381,0.40132
297382,0.5054
297383,0.43406
297384,0.43282
297385,0.4201
297386,0.56894
297387,0.52416
297388,0.41536
297389,0.42914
297390,0.43562
297391,0.61166
297392,0.54104
297393,0.44568
297394,0.53792
297395,0.60398
297396,0.6005
297397,0.56578
297398,0.52814
297399,0.40846
297400,0.49648
297401,0.54444
297402,0.51596
297403,0.4886
297404,0.5102
297405,0.48084
297406,0.5752
297407,0.62374
297408,0.47394
297409,0.39278
297410,0.43706
297411,0.49528
297412,0.51434
297413,0.55132
297414,0.54596
297415,0.50988
297416,0.55298
297417,0.52136
297418,0.3594
297419,0.65708
297420,0.58768
297421,0.71446
297422,0.50682
297423,0.58846
297424,0.46398
297425,0.49166
297426,0.31444
297427,0.58882
297428,0.5483
297429,0.64536
297430,0.4629
297431,0.49782
297432,0.54708
297433,0.44214
297434,0.53074
297435,0.51318
297436,0.50854
297437,0.46802
297438,0.57036
297439,0.64452
297440,0.44784
297441,0.526
297442,0.49064
297443,0.40836
297444,0.63368
297445,0.6049
297446,0.5483
297447,0.74188
297448,0.50944
297449,0.59948
297450,0.49768
297451,0.5633
297452,0.51246
297453,0.4523
297454,0.51406
297455,0.42764
297456,0.55484
297457,0.35662
297458,0.55036
297459,0.53668
297460,0.5565
297461,0.41038
297462,0.44718
297463,0.32758
297464,0.55442
297465,0.46394
297466,0.60246
297467,0.68576
297468,0.59504
297469,0.59102
297470,0.51074
297471,0.48574
297472,0.62448
297473,0.5018
297474,0.50546
297475,0.54756
297476,0.43284
297477,0.76808
297478,0.54942
297479,0.48578
297480,0.42298
297481,0.50794
297482,0.42936
297483,0.42664
297484,0.42512
297485,0.59858
297486,0.48518
297487,0.49494
297488,0.61226
297489,0.45968
297490,0.3925
297491,0.73612
297492,0.50596
297493,0.51634
297494,0.47004
297495,0.4813
297496,0.59988
297497,0.45218
297498,0.5227
297499,0.66322
297500,0.49222
297501,0.5269
297502,0.44688
297503,0.48148
297504,0.5696
297505,0.557
297506,0.48954
297507,0.604
297508,0.5176
297509,0.59056
297510,0.56564
297511,0.55836
297512,0.55446
297513,0.39508
297514,0.46948
297515,0.44952
297516,0.55502
297517,0.42654
297518,0.60142
297519,0.65314
297520,0.38712
297521,0.67148
297522,0.38288
297523,0.47036
297524,0.47928
297525,0.49338
297526,0.56066
297527,0.53048
297528,0.4569
297529,0.52496
297530,0.52938
297531,0.72128
297532,0.58426
297533,0.49954
297534,0.62256
297535,0.53966
297536,0.54642
297537,0.3766
297538,0.76538
297539,0.54446
297540,0.58534
297541,0.56988
297542,0.66682
297543,0.55148
297544,0.48912
297545,0.38084
297546,0.51366
297547,0.491
297548,0.51298
297549,0.53012
297550,0.55724
297551,0.49116
297552,0.6499
297553,0.52794
297554,0.53602
297555,0.60528
297556,0.432
297557,0.62266
297558,0.58372
297559,0.2944
297560,0.5949
297561,0.70714
297562,0.64672
297563,0.90422
297564,0.52806
297565,0.63064
297566,0.46158
297567,0.5663
297568,0.30892
297569,0.54326
297570,0.59954
297571,0.39946
297572,0.50294
297573,0.48948
297574,0.65766
297575,0.3907
297576,0.43508
297577,0.6184
297578,0.5054
297579,0.5122
297580,0.5493
297581,0.45266
297582,0.46788
297583,0.4785
297584,0.51552
297585,0.64946
297586,0.34538
297587,0.51264
297588,0.53862
297589,0.51006
297590,0.50074
297591,0.49368
297592,0.37834
297593,0.483
297594,0.48278
297595,0.49386
297596,0.5602
297597,0.4272
297598,0.46598
297599,0.53222
297600,0.5606
297601,0.58998
297602,0.56514
297603,0.61694
297604,0.71088
297605,0.61692
297606,0.75762
297607,0.73634
297608,0.56806
297609,0.48706
297610,0.45182
297611,0.39842
297612,0.46526
297613,0.53164
297614,0.53956
297615,0.43166
297616,0.51152
297617,0.63844
297618,0.56052
297619,0.59646
297620,0.56482
297621,0.5938
297622,0.6214
297623,0.51128
297624,0.45108
297625,0.4959
297626,0.54076
297627,0.50244
297628,0.44802
297629,0.5073
297630,0.58594
297631,0.52648
297632,0.55454
297633,0.48664
297634,0.47226
297635,0.45958
297636,0.52408
297637,0.56744
297638,0.33688
297639,0.45712
297640,0.40794
297641,0.62776
297642,0.51108
297643,0.6346
297644,0.49774
297645,0.36324
297646,0.52638
297647,0.63098
297648,0.58848
297649,0.62648
297650,0.49866
297651,0.38446
297652,0.52328
297653,0.58262
297654,0.56794
297655,0.51096
297656,0.58866
297657,0.68602
297658,0.56424
297659,0.5619
297660,0.51988
297661,0.3638
297662,0.41646
297663,0.72024
297664,0.51062
297665,0.52552
297666,0.45538
297667,0.59232
297668,0.464
297669,0.4969
297670,0.52914
297671,0.43612
297672,0.57618
297673,0.55458
297674,0.4702
297675,0.49018
297676,0.58546
297677,0.6543
297678,0.49364
297679,0.51948
297680,0.85474
297681,0.62902
297682,0.51708
297683,0.41448
297684,0.65972
297685,0.78448
297686,0.51944
297687,0.38732
297688,0.4806
297689,0.51216
297690,0.41458
297691,0.66594
297692,0.56868
297693,0.60264
297694,0.49038
297695,0.54392
297696,0.44266
297697,0.39778
297698,0.43234
297699,0.48026
297700,0.57912
297701,0.42184
297702,0.69896
297703,0.50226
297704,0.45048
297705,0.51246
297706,0.4224
297707,0.45892
297708,0.56822
297709,0.48366
297710,0.47436
297711,0.32464
297712,0.55072
297713,0.52392
297714,0.69352
297715,0.57136
297716,0.54274
297717,0.49404
297718,0.42396
297719,0.75272
297720,0.4817
297721,0.44996
297722,0.60686
297723,0.51824
297724,0.48084
297725,0.60144
297726,0.4531
297727,0.53208
297728,0.4463
297729,0.50758
297730,0.69654
297731,0.48678
297732,0.5836
297733,0.48394
297734,0.51666
297735,0.53974
297736,0.48304
297737,0.58078
297738,0.5579
297739,0.60636
297740,0.35456
297741,0.4053
297742,0.57622
297743,0.59512
297744,0.58456
297745,0.41538
297746,0.39094
297747,0.60708
297748,0.64434
297749,0.50966
297750,0.47842
297751,0.58532
297752,0.51104
297753,0.53604
297754,0.4975
297755,0.53804
297756,0.44984
297757,0.4981
297758,0.4904
297759,0.43784
297760,0.49872
297761,0.43806
297762,0.46382
297763,0.54186
297764,0.50686
297765,0.52194
297766,0.44522
297767,0.4128
297768,0.52214
297769,0.36986
297770,0.43554
297771,0.5037
297772,0.48224
297773,0.48762
297774,0.66194
297775,0.45086
297776,0.4943
297777,0.50968
297778,0.51878
297779,0.42352
297780,0.60544
297781,0.49542
297782,0.47134
297783,0.59994
297784,0.62342
297785,0.38012
297786,0.37552
297787,0.48202
297788,0.61164
297789,0.43302
297790,0.47434
297791,0.55798
297792,0.45666
297793,0.638
297794,0.52102
297795,0.4437
297796,0.51308
297797,0.51218
297798,0.45828
297799,0.52904
297800,0.53818
297801,0.59612
297802,0.4696
297803,0.6673
297804,0.47962
297805,0.5346
297806,0.41088
297807,0.51978
297808,0.37014
297809,0.4941
297810,0.55444
297811,0.45688
297812,0.65256
297813,0.65776
297814,0.5572
297815,0.57048
297816,0.4592
297817,0.68462
297818,0.73816
297819,0.45532
297820,0.5768
297821,0.48338
297822,0.44544
297823,0.57374
297824,0.5771
297825,0.57728
297826,0.45416
297827,0.61292
297828,0.54754
297829,0.46192
297830,0.60866
297831,0.53854
297832,0.53588
297833,0.48586
297834,0.49366
297835,0.55074
297836,0.57324
297837,0.63674
297838,0.62716
297839,0.46784
297840,0.56216
297841,0.53622
297842,0.51888
297843,0.5233
297844,0.55292
297845,0.51748
297846,0.40564
297847,0.5319
297848,0.4961
297849,0.55982
297850,0.51974
297851,0.50354
297852,0.53412
297853,0.6304
297854,0.51656
297855,0.50662
297856,0.56108
